,category,product_title,product_ribbon,product_prev_price,product_curr_price,product_app_price,product_weight
368,face,Ireneda Trust Me Concealer - NE01 Light (IR-F01),,nan,৳ 350.00,App Price: ৳ 340.00,2.5gm
369,face,Ireneda Trust Me Concealer - CL02 Peach (IR-F01),,nan,৳ 350.00,App Price: ৳ 340.00,2.5gm
370,face,Ireneda Trust Me Concealer - YL03 Natural (IR-F01),,nan,৳ 350.00,App Price: ৳ 340.00,2.5gm
371,face,Ireneda Soft Matte Foundation - YL02 Sand Beige (IR-F02),,nan,৳ 600.00,App Price: ৳ 582.00,0.38gm
372,face,Ireneda Soft Matte Foundation - NE03 Natural Beige (IR-F02),,nan,৳ 600.00,App Price: ৳ 582.00,0.38gm
373,face,PINKFLASH Duo Makeup Stick - HS02 (PF-F21),,nan,৳ 400.00,App Price: ৳ 388.00,
374,face,PINKFLASH All Over Face Contour - S02 Drop (PF-F02),,nan,৳ 250.00,App Price: ৳ 243.00,36gm
375,face,PINKFLASH Chic In Cheek Blush - O03 Sunset (PF-F01),,nan,৳ 250.00,App Price: ৳ 243.00,1.5gm
376,face,PINKFLASH Duo Makeup Stick - BH03 (PF-F21),,nan,৳ 400.00,App Price: ৳ 388.00,
377,face,Nicka K Duo Blush NDO12,,nan,৳ 400.00,App Price: ৳ 380.00,2gm
378,face,SKINFOOD Milk Shake Point Make-Up Remover,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,160ml
379,face,Lucy Oliva Olive Oil,,nan,৳ 120.00,,50ml
380,face,Zayn & Myza Pollution Defense CC With SPF 30 Compact - Natural Nude,,nan,৳ 550.00,,9gm
381,face,Nicka K Four Color Blush Palette Very Berry FL0402,,nan,৳ 625.00,App Price: ৳ 606.00,12gm
382,face,Maybelline Super Stay Full Coverage Powder Foundation Golden 312,,nan,"৳ 1,350.00",App Price: ৳ 1310.00,6gm
383,face,Topface Mineral Sensitive Serum Foundation Rose Vanilla 001,,nan,"৳ 2,100.00",App Price: ৳ 2037.00,15ml
384,face,Makeup Revolution Hydrate & Fix Fixing Spray,,nan,৳ 920.00,App Price: ৳ 892.00,100ml
385,face,Anafeli Paris SPF 15 Glowy Foundation 01,,nan,৳ 850.00,App Price: ৳ 825.00,30ml
386,face,Note Detox And Protect Foundation 02 Pump Natural Beige,,nan,"৳ 1,450.00",,35ml
387,face,Note Bronzing Powder 30,,nan,"৳ 1,300.00",,20gm
388,face,Note Baked Powder 01 Stardust,,nan,৳ 750.00,,10gm
389,face,Lakme 9 To 5 CC Complexion Care Cream Honey 02,,nan,৳ 850.00,App Price: ৳ 825.00,30gm
390,face,Pastel Show By Pastel Show Your Purity Powder 102,,nan,৳ 720.00,App Price: ৳ 698.00,9.3gm
391,face,Pastel Silky Dream Foundation 350,,nan,৳ 720.00,App Price: ৳ 698.00,30ml
392,face,Guerniss Primer Water Base,,nan,"৳ 1,460.00",App Price: ৳ 1416.00,35ml
393,face,Guerniss Matte & Poreless Face Powder G040,,nan,"৳ 1,690.00",App Price: ৳ 1639.00,15gm
394,face,Technic  Colour Fix 2 IN 1 Pressed Powder & Cream Foundation Ecru,,nan,৳ 550.00,App Price: ৳ 534.00,12gm
395,face,Technic Colour Fix 2 IN 1 Pressed Powder & Cream Foundation Buff,,nan,৳ 550.00,App Price: ৳ 534.00,12gm
396,face,Olay Double Action Moisturiser Day Cream & Primer,,nan,"৳ 1,350.00",App Price: ৳ 1310.00,50ml
397,face,Meril Olive Oil,,nan,৳ 315.00,,150ml
398,face,MILANI 03 MAKE IT LAST SETTING SPRAY PRIME CORRECT SET,,nan,"৳ 1,700.00",App Price: ৳ 1649.00,60ml
399,face,MILANI 05 MAKE IT LAST MATTE CHARCOAL SETTING SPRAY,,nan,"৳ 1,700.00",App Price: ৳ 1649.00,60ml
400,face,NICKA K PERFECTION SETTING SPRAY ILLUMINATING GOLD FSPF03,,nan,৳ 650.00,App Price: ৳ 631.00,60ml
401,face,NICKA K PERFECTION SETTING SPRAY MATTE 60ML,,nan,৳ 650.00,App Price: ৳ 631.00,60ml
402,face,Nicka K Duo Contour NDO07,,nan,৳ 400.00,App Price: ৳ 388.00,
403,face,Topface Skin Wear Matte Effect Foundation - 7,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
404,face,Topface Skin Wear Matte Effect Foundation - 5,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
405,face,Topface Skin Wear Matte Effect Foundation - 4,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
406,face,Topface Perfect Coverage Foundation - 4,,nan,"৳ 1,990.00",App Price: ৳ 1930.00,30ml
407,face,NICKA K HD CONCEALER RED CLAY NCL014,,nan,৳ 450.00,App Price: ৳ 437.00,3.3gm
408,face,MAKEUP REVOLUTION Blush Palette Goddess,,nan,"৳ 1,250.00",App Price: ৳ 1213.00,
409,face,MAKEUP REVOLUTION Ultra Blush Palette Hot Spice 1.6g,,nan,"৳ 1,250.00",,1.6gm
410,face,MAKEUP REVOLUTION Conceal and Define Concealer C7 4g,,nan,৳ 880.00,App Price: ৳ 854.00,4gm
411,face,Pastel Advance Powder45,,nan,৳ 650.00,App Price: ৳ 631.00,11gm
412,face,Pastel Advance Powder 35,,nan,৳ 650.00,App Price: ৳ 631.00,11gm
413,face,Pastel Terracota Blush On 2,,nan,"৳ 1,300.00",App Price: ৳ 1261.00,9gm
